id,contestId,index,title,rating,tags
2141D,2141,D,Avoid Minimums,1800.0,"['*special', 'greedy', 'math']"
2141C,2141,C,Minimum on Subarrays,1800.0,"['*special', 'brute force']"
2141B,2141,B,Games,1200.0,"['*special', 'greedy']"
2141A,2141,A,Furniture Store,800.0,"['*special', 'implementation']"
2140F,2140,F,Sum Minimisation,2900.0,['number theory']
2140E2,2140,E2,Prime Gaming (Hard Version),2500.0,"['bitmasks', 'combinatorics', 'dp', 'probabilities']"
2140E1,2140,E1,Prime Gaming (Easy Version),2200.0,"['bitmasks', 'combinatorics', 'dp']"
2140D,2140,D,A Cruel Segment's Thesis,2000.0,"['data structures', 'greedy', 'sortings']"
2140C,2140,C,Ultimate Value,1500.0,"['data structures', 'games', 'greedy']"
2140B,2140,B,Another Divisibility Problem,900.0,"['constructive algorithms', 'math', 'number theory']"
2140A,2140,A,Shift Sort,800.0,"['greedy', 'sortings']"
2139B,2139,B,Cake Collection,800.0,['greedy']
2139A,2139,A,Maple and Multiplication,800.0,"['greedy', 'math']"
2138F,2138,F,Ode to the Bridge Builder,3500.0,"['constructive algorithms', 'geometry']"
2138E2,2138,E2,Determinant Construction (Hard Version),3100.0,"['brute force', 'constructive algorithms', 'math', 'matrices', 'number theory']"
2138E1,2138,E1,Determinant Construction (Easy Version),3100.0,"['brute force', 'constructive algorithms', 'math', 'matrices', 'number theory']"
2138D,2138,D,Antiamuny and Slider Movement,2600.0,"['brute force', 'combinatorics', 'implementation', 'math', 'sortings']"
2138C2,2138,C2,Maple and Tree Beauty (Hard Version),2000.0,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'fft', 'trees']"
2138C1,2138,C1,Maple and Tree Beauty (Easy Version),1800.0,"['brute force', 'dfs and similar', 'dp', 'graphs', 'trees']"
2138B,2138,B,Antiamuny Wants to Learn Swap,1900.0,"['data structures', 'greedy', 'two pointers']"
2138A,2138,A,Cake Assignment,1100.0,"['bitmasks', 'constructive algorithms', 'greedy']"
2137G,2137,G,Cry Me a River,2200.0,"['dfs and similar', 'dp', 'games', 'graphs']"
2137F,2137,F,Prefix Maximum Invariance,1900.0,"['binary search', 'combinatorics', 'data structures', 'sortings']"
2137E,2137,E,Mexification,1500.0,"['brute force', 'implementation', 'math']"
2137D,2137,D,Replace with Occurrences,1200.0,['constructive algorithms']
2137C,2137,C,Maximum Even Sum,1100.0,"['brute force', 'greedy', 'implementation', 'math']"
2137B,2137,B,Fun Permutation,900.0,"['constructive algorithms', 'math', 'number theory']"
2137A,2137,A,Collatz Conjecture,800.0,"['constructive algorithms', 'math']"
2136B,2136,B,Like the Bitset,900.0,"['constructive algorithms', 'greedy', 'two pointers']"
2136A,2136,A,In the Dream,800.0,"['greedy', 'math']"
2135F,2135,F,To the Infinity,3500.0,"['data structures', 'hashing', 'math', 'trees']"
2135E2,2135,E2,Beyond the Palindrome (Hard Version),3500.0,"['combinatorics', 'dp', 'math', 'number theory']"
2135E1,2135,E1,Beyond the Palindrome (Easy Version),3300.0,"['combinatorics', 'dp', 'math']"
2135D2,2135,D2,From the Unknown (Hard Version),2500.0,"['brute force', 'constructive algorithms', 'interactive', 'math']"
2135D1,2135,D1,From the Unknown (Easy Version),2100.0,"['constructive algorithms', 'interactive', 'math']"
2135C,2135,C,By the Assignment,2000.0,"['binary search', 'bitmasks', 'combinatorics', 'dfs and similar', 'dsu', 'graphs', 'math']"
2135B,2135,B,For the Champion,1700.0,"['constructive algorithms', 'interactive', 'math']"
2135A,2135,A,Against the Difference,1200.0,"['data structures', 'dp']"
2134F,2134,F,Permutation Oddness,2900.0,"['combinatorics', 'dp', 'math']"
2134E,2134,E,Power Boxes,2300.0,"['constructive algorithms', 'dp', 'implementation', 'interactive']"
2134D,2134,D,Sliding Tree,2300.0,"['constructive algorithms', 'dfs and similar', 'greedy', 'implementation', 'trees']"
2134C,2134,C,Even Larger,1200.0,"['brute force', 'greedy', 'implementation']"
2134B,2134,B,Add 0 or K,1200.0,"['constructive algorithms', 'math', 'number theory']"
2134A,2134,A,Painting With Two Colors,800.0,"['constructive algorithms', 'implementation', 'math']"
2133F,2133,F,Flint and Steel,3000.0,"['data structures', 'dp', 'graphs']"
2133E,2133,E,I Yearned For The Mines,2500.0,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']"
2133D,2133,D,Chicken Jockey,1900.0,"['dp', 'greedy']"
2133C,2133,C,The Nether,1400.0,"['graphs', 'interactive']"
2133B,2133,B,Villagers,800.0,['greedy']
2133A,2133,A,Redstone?,800.0,"['brute force', 'data structures', 'implementation', 'math']"
2132G,2132,G,Famous Choreographer,2600.0,"['hashing', 'implementation', 'strings']"
2132F,2132,F,Rada and the Chamomile Valley,2100.0,"['dfs and similar', 'graphs', 'shortest paths']"
2132E,2132,E,Arithmetics Competition,1700.0,"['binary search', 'data structures', 'greedy', 'sortings', 'ternary search']"
2132D,2132,D,From 1 to Infinity,1600.0,"['binary search', 'dp', 'implementation', 'math']"
2132C2,2132,C2,The Cunning Seller (hard version),1400.0,"['binary search', 'greedy', 'math']"
2132C1,2132,C1,The Cunning Seller (easy version),1000.0,"['greedy', 'math']"
2132B,2132,B,The Secret Number,900.0,['math']
2132A,2132,A,Homework,800.0,"['brute force', 'implementation', 'strings']"
2131H,2131,H,"Sea, You & copriMe",2600.0,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'math', 'number theory']"
2131G,2131,G,Wafu!,2000.0,"['bitmasks', 'brute force', 'data structures', 'dfs and similar', 'dp', 'math']"
2131F,2131,F,Unjust Binary Life,1900.0,"['binary search', 'data structures', 'greedy', 'greedy', 'math', 'sortings', 'two pointers']"
2131E,2131,E,Adjacent XOR,1400.0,"['brute force', 'greedy']"
2131D,2131,D,Arboris Contractio,1400.0,"['data structures', 'graphs', 'greedy', 'trees']"
2131C,2131,C,Make it Equal,1100.0,"['math', 'number theory']"
2131B,2131,B,Alternating Series,800.0,"['constructive algorithms', 'greedy', 'math']"
2131A,2131,A,Lever,800.0,['math']
2130B,2130,B,Pathless,1100.0,['constructive algorithms']
2130A,2130,A,Submission is All You Need,800.0,"['greedy', 'math']"
2129F2,2129,F2,Top-K Tracker (Hard Version),3500.0,"['interactive', 'interactive']"
2129F1,2129,F1,Top-K Tracker (Easy Version),3500.0,['interactive']
2129E,2129,E,Induced Subgraph Queries,3000.0,"['data structures', 'graphs', 'sortings']"
2129D,2129,D,Permutation Blackhole,2600.0,"['brute force', 'combinatorics', 'dp', 'implementation', 'math']"
2129C3,2129,C3,Interactive RBS (Hard Version),2300.0,"['binary search', 'bitmasks', 'constructive algorithms', 'dp', 'interactive']"
2129C2,2129,C2,Interactive RBS (Medium Version),2000.0,"['binary search', 'bitmasks', 'constructive algorithms', 'interactive']"
2129C1,2129,C1,Interactive RBS (Easy Version),1900.0,"['binary search', 'bitmasks', 'constructive algorithms', 'interactive']"
2129B,2129,B,Stay or Mirror,1600.0,"['brute force', 'data structures', 'dp', 'greedy', 'sortings']"
2129A,2129,A,Double Perspective,1300.0,"['constructive algorithms', 'dp', 'dsu', 'graphs', 'greedy', 'sortings']"
2128F,2128,F,Strict Triangle,3200.0,"['graphs', 'greedy', 'shortest paths']"
2128E2,2128,E2,Submedians (Hard Version),2600.0,"['binary search', 'constructive algorithms', 'data structures', 'math', 'two pointers']"
2128E1,2128,E1,Submedians (Easy Version),1900.0,"['binary search', 'data structures', 'dp', 'greedy', 'math']"
2128D,2128,D,Sum of LDS,1600.0,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']"
2128C,2128,C,Leftmost Below,1200.0,"['greedy', 'math']"
2128B,2128,B,Deque Process,1100.0,"['constructive algorithms', 'greedy', 'sortings', 'two pointers']"
2128A,2128,A,Recycling Center,800.0,"['greedy', 'sortings']"
2127H,2127,H,23 Rises Again,3100.0,"['brute force', 'dfs and similar', 'dp', 'flows', 'graph matchings', 'graphs', 'greedy', 'implementation', 'probabilities', 'trees']"
2127G2,2127,G2,Inter Active (Hard Version),3500.0,"['binary search', 'bitmasks', 'constructive algorithms', 'graphs', 'implementation', 'interactive', 'math', 'probabilities']"
2127G1,2127,G1,Inter Active (Easy Version),3400.0,"['binary search', 'constructive algorithms', 'interactive', 'probabilities']"
2127F,2127,F,Hamed and AghaBalaSar,2800.0,"['brute force', 'combinatorics', 'dp', 'math', 'probabilities']"
2127E,2127,E,Ancient Tree,2100.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']"
2127D,2127,D,"Root was Built by Love, Broken by Destiny",1800.0,"['combinatorics', 'dfs and similar', 'graphs', 'trees']"
2127C,2127,C,Trip Shopping,1400.0,"['games', 'greedy', 'sortings']"
2127B,2127,B,"Hamiiid, Haaamid... Hamid?",1300.0,"['games', 'greedy']"
2127A,2127,A,Mix Mex Max,800.0,"['constructive algorithms', 'greedy', 'math']"
2126G2,2126,G2,Big Wins!  (hard version),2400.0,"['binary search', 'data structures', 'divide and conquer', 'dsu', 'trees', 'two pointers']"
2126G1,2126,G1,Big Wins! (easy version),2200.0,"['binary search', 'data structures', 'dp', 'dsu', 'two pointers']"
2126F,2126,F,"1-1-1, Free Tree!",2000.0,"['brute force', 'data structures', 'dfs and similar', 'graphs', 'implementation', 'trees']"
2126E,2126,E,"G-C-D, Unlucky!",1400.0,"['math', 'number theory']"
2126D,2126,D,This Is the Last Time,1200.0,"['data structures', 'greedy', 'sortings']"
2126C,2126,C,I Will Definitely Make It,1100.0,"['greedy', 'sortings']"
2126B,2126,B,No Casino in the Mountains,800.0,"['dp', 'greedy']"
2126A,2126,A,Only One Digit,800.0,"['brute force', 'implementation', 'math']"
2125F,2125,F,Timofey and Docker,3000.0,"['binary search', 'divide and conquer', 'dp']"
2125E,2125,E,Sets of Complementary Sums,2500.0,"['brute force', 'combinatorics', 'dp', 'math', 'two pointers']"
2125D,2125,D,Segments Covering,1600.0,"['dp', 'math', 'probabilities']"
2125C,2125,C,Count Good Numbers,1100.0,"['bitmasks', 'combinatorics', 'math', 'number theory']"
2125B,2125,B,Left and Down,900.0,"['math', 'number theory']"
2125A,2125,A,Difficult Contest,800.0,"['constructive algorithms', 'implementation', 'sortings', 'strings']"
2124I,2124,I,Lexicographic Partition,3500.0,"['constructive algorithms', 'math', 'trees']"
2124H,2124,H,Longest Good Subsequence,3400.0,"['dp', 'math', 'trees']"
2124G,2124,G,Maximise Sum,3200.0,"['binary search', 'data structures']"
2124F2,2124,F2,Appending Permutations (Hard Version),2800.0,"['combinatorics', 'dp']"
2124F1,2124,F1,Appending Permutations (Easy Version),2300.0,"['combinatorics', 'dp']"
2124E,2124,E,Make it Zero,2100.0,"['constructive algorithms', 'greedy', 'math']"
2124D,2124,D,Make a Palindrome,1700.0,"['greedy', 'sortings', 'two pointers']"
2124C,2124,C,Subset Multiplication,1300.0,"['constructive algorithms', 'greedy', 'math', 'number theory']"
2124B,2124,B,Minimise Sum,1000.0,['greedy']
2124A,2124,A,Deranged Deletions,800.0,"['greedy', 'sortings']"
2123G,2123,G,Modular Sorting,2100.0,"['brute force', 'data structures', 'greedy', 'math', 'number theory', 'sortings']"
2123F,2123,F,Minimize Fixed Points,1700.0,"['constructive algorithms', 'number theory']"
2123E,2123,E,MEX Count,1400.0,"['binary search', 'data structures', 'greedy', 'sortings', 'two pointers']"
2123D,2123,D,Binary String Battle,1200.0,"['constructive algorithms', 'games', 'greedy']"
2123C,2123,C,Prefix Min and Suffix Max,1000.0,"['brute force', 'data structures']"
2123B,2123,B,Tournament,800.0,['greedy']
2123A,2123,A,Blackboard Game,800.0,['math']
2122G,2122,G,Tree Parking,3300.0,"['combinatorics', 'fft', 'math', 'trees']"
2122F,2122,F,Colorful Polygon,3400.0,"['constructive algorithms', 'divide and conquer', 'geometry']"
2122E,2122,E,Greedy Grid Counting,2600.0,"['combinatorics', 'dp', 'greedy', 'math']"
2122D,2122,D,Traffic Lights,2400.0,"['brute force', 'data structures', 'divide and conquer', 'dp', 'graphs', 'greedy', 'shortest paths']"
2122C,2122,C,Manhattan Pairs,1700.0,"['constructive algorithms', 'geometry', 'greedy', 'math', 'sortings']"
2122B,2122,B,Pile Shuffling,1100.0,"['greedy', 'math']"
2122A,2122,A,Greedy Grid,800.0,"['constructive algorithms', 'greedy']"
2121H,2121,H,Ice Baby,2300.0,"['binary search', 'brute force', 'data structures', 'dp', 'implementation', 'sortings']"
2121G,2121,G,Gangsta,1900.0,"['data structures', 'divide and conquer', 'math', 'sortings']"
2121F,2121,F,Yamakasi,1800.0,"['binary search', 'brute force', 'data structures', 'greedy', 'two pointers']"
2121E,2121,E,Sponsor of Your Problems,1500.0,"['dp', 'greedy', 'implementation', 'strings']"
2121D,2121,D,1709,1300.0,"['implementation', 'sortings']"
2121C,2121,C,Those Who Are With Us,1200.0,"['greedy', 'greedy', 'implementation']"
2121B,2121,B,Above the Clouds,800.0,"['constructive algorithms', 'greedy', 'strings']"
2121A,2121,A,Letter Home,800.0,"['brute force', 'math']"
2120G,2120,G,Eulerian Line Graph,3000.0,"['graphs', 'greedy', 'math']"
2120F,2120,F,Superb Graphs,2600.0,"['2-sat', 'graphs']"
2120E,2120,E,Lanes of Cars,2300.0,"['binary search', 'dp', 'ternary search']"
2120D,2120,D,Matrix game,1800.0,"['combinatorics', 'math']"
2120C,2120,C,Divine Tree,1400.0,"['constructive algorithms', 'greedy', 'math', 'sortings', 'trees']"
2120B,2120,B,Square Pool,1000.0,['geometry']
2120A,2120,A,Square of Rectangles,800.0,"['geometry', 'math']"
2119F,2119,F,Volcanic Eruptions,3300.0,"['dfs and similar', 'dp', 'greedy', 'shortest paths', 'trees']"
2119E,2119,E,And Constraint,2600.0,"['bitmasks', 'dp', 'greedy']"
2119D,2119,D,Token Removing,2100.0,"['combinatorics', 'dp', 'math']"
2119C,2119,C,A Good Problem,1300.0,"['bitmasks', 'constructive algorithms', 'math']"
2119B,2119,B,Line Segments,1200.0,"['geometry', 'greedy', 'math']"
2119A,2119,A,Add or XOR,800.0,"['bitmasks', 'greedy', 'math']"
2118F,2118,F,Shifts and Swaps,3100.0,"['data structures', 'graphs', 'hashing', 'trees']"
2118E,2118,E,Grid Coloring,2400.0,"['constructive algorithms', 'geometry', 'greedy', 'math']"
2118D2,2118,D2,"Red Light, Green Light (Hard version)",2200.0,"['binary search', 'brute force', 'data structures', 'dfs and similar', 'dp', 'graphs', 'implementation', 'math', 'number theory']"
2118D1,2118,D1,"Red Light, Green Light (Easy version)",1700.0,"['brute force', 'dfs and similar', 'dp', 'graphs', 'implementation', 'number theory']"
2118C,2118,C,Make It Beautiful,1300.0,"['bitmasks', 'data structures', 'greedy', 'math']"
2118B,2118,B,Make It Permutation,1200.0,['constructive algorithms']
2118A,2118,A,Equal Subsequences,800.0,"['constructive algorithms', 'greedy']"
2117H,2117,H,Incessant Rain,2500.0,"['data structures', 'divide and conquer', 'sortings']"
2117G,2117,G,Omg Graph,1900.0,"['brute force', 'dsu', 'graphs', 'greedy', 'shortest paths', 'sortings']"
2117F,2117,F,Wildflower,1800.0,"['combinatorics', 'dfs and similar', 'trees']"
2117E,2117,E,Lost Soul,1600.0,"['brute force', 'greedy']"
2117D,2117,D,Retaliation,1200.0,"['binary search', 'math', 'number theory']"
2117C,2117,C,Cool Partition,1200.0,"['data structures', 'greedy']"
2117B,2117,B,Shrink,800.0,['constructive algorithms']
2117A,2117,A,False Alarm,800.0,"['greedy', 'implementation']"
2116B,2116,B,Gellyfish and Baby's Breath,1300.0,"['greedy', 'math', 'sortings']"
2116A,2116,A,Gellyfish and Tricolor Pansy,800.0,"['games', 'greedy']"
2115F2,2115,F2,Gellyfish and Lycoris Radiata (Hard Version),3500.0,['data structures']
2115F1,2115,F1,Gellyfish and Lycoris Radiata (Easy Version),3500.0,['data structures']
2115E,2115,E,Gellyfish and Mayflower,3500.0,"['dp', 'graphs']"
2115D,2115,D,Gellyfish and Forget-Me-Not,2900.0,"['bitmasks', 'dp', 'games', 'greedy', 'math']"
2115C,2115,C,Gellyfish and Eternal Violet,2700.0,"['combinatorics', 'dp', 'greedy', 'math', 'probabilities']"
2115B,2115,B,Gellyfish and Camellia Japonica,2100.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'trees']"
2115A,2115,A,Gellyfish and Flaming Peony,1500.0,"['constructive algorithms', 'dp', 'math', 'number theory']"
2114G,2114,G,Build an Array,2200.0,"['brute force', 'constructive algorithms', 'dp', 'greedy', 'math', 'number theory']"
2114F,2114,F,Small Operations,2000.0,"['binary search', 'brute force', 'dfs and similar', 'dp', 'math', 'number theory', 'sortings']"
2114E,2114,E,Kirei Attacks the Estate,1400.0,"['dfs and similar', 'dp', 'greedy', 'trees']"
2114D,2114,D,Come a Little Closer,1400.0,"['brute force', 'greedy', 'implementation', 'math']"
2114C,2114,C,Need More Arrays,1000.0,"['dp', 'greedy']"
2114B,2114,B,Not Quite a Palindromic String,900.0,"['greedy', 'math']"
2114A,2114,A,Square Year,800.0,"['binary search', 'brute force', 'math']"
2113F,2113,F,Two Arrays,2500.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'math']"
2113E,2113,E,From Kazan with Love,2800.0,"['dfs and similar', 'graphs', 'implementation', 'trees']"
2113D,2113,D,Cheater,2200.0,"['binary search', 'constructive algorithms', 'greedy', 'implementation']"
2113C,2113,C,Smilo and Minecraft,1700.0,"['brute force', 'constructive algorithms', 'greedy']"
2113B,2113,B,Good Start,1200.0,"['constructive algorithms', 'math']"
2113A,2113,A,Shashliks,800.0,"['greedy', 'math']"
2112F,2112,F,Variables and Operations,2800.0,"['graphs', 'greedy', 'shortest paths']"
2112E,2112,E,Tree Colorings,2200.0,"['combinatorics', 'dfs and similar', 'dp', 'graphs', 'math', 'number theory', 'trees']"
2112D,2112,D,Reachability and Tree,1700.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']"
2112C,2112,C,Coloring Game,1300.0,"['binary search', 'brute force', 'greedy', 'two pointers']"
2112B,2112,B,Shrinking Array,1100.0,"['brute force', 'greedy']"
2112A,2112,A,Race,800.0,"['implementation', 'math']"
2111G,2111,G,Divisible Subarrays,2900.0,"['binary search', 'bitmasks', 'brute force', 'data structures', 'interactive']"
2111F,2111,F,Puzzle,2400.0,"['brute force', 'constructive algorithms', 'greedy', 'math']"
2111E,2111,E,Changing the String,1900.0,"['binary search', 'data structures', 'greedy', 'implementation', 'sortings', 'strings']"
